cpu,memory,start,end,daily,weekly,monthly,annual,cpu_util
"Intel64 Family 6 Model 140 Stepping 2, GenuineIntel",31.713661193847656,2023-07-24 09:33:31.466993,2023-07-28 14:23:02.466993,0,0,0,0,17.9
