cpu,memory,type,start,end,daily,weekly,monthly,annual
"Intel64 Family 6 Model 140 Stepping 2, GenuineIntel",31.713661193847656,Windows 10,2023-07-24 09:33:30.300972,2023-07-28 09:58:15.300972,0,0,0,0
